label,posture,four_class,activity_group,indoor_outdoor,activity,hand_gesture
dominant hand-drink-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,carrying a drink
3 mph-story-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-story-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
3 mph-story-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
story-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
arms rested on the desk-sitting-unlabelled-wear on,sitting,sedentary,sedentary,indoor,sitting with arms on desk,arms on desk
sitting-story-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting still,free
arms rested on the desk-standing-unlabelled-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
standing-unlabelled-wear on-writing,upright,sedentary,sedentary,unkown,standing and writing,writing
arms rested on the desk-unlabelled-wear on-writing,unkown,unkown,unkown,indoor,writing with arms on desk,writing
arms rested on the desk-unlabelled-wear on,unkown,unkown,unkown,indoor, with arms on desk,arms on desk
city-story-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-story-unlabelled,unkown,unkown,unkown,outdoor,unkown,unkown
story-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
dominant hand-mbta-non-dominant hand-standing-unlabelled,upright,sedentary,sedentary,indoor,standing naturally,free
city-standing-stop light-unlabelled,upright,sedentary,sedentary,outdoor,standing naturally,free
city-stop light-unlabelled,unkown,unkown,unkown,outdoor,unkown,unkown
city-stop light-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
story-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking,free
standing-story-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,free
standing-story-unlabelled-vending machine,upright,sedentary,sedentary,unkown,standing and using vending machine,using vending machine
arms rested on the desk-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with arms on desk,arms on desk
2 mph-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph,free
dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
bag-dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with bag,free
3.5 mph-bag-dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3.5 mph-dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3.5 mph-dominant hand-drink-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3.5 mph-dominant hand-drink-flat grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3.5 mph-dominant hand-flat grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-phone-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
dominant hand-phone-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking and using phone,holding cellphone
3 mph-flat grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-flat grade-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
flat grade-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,unkown,unkown
flat grade-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
standing-still-unlabelled-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,still
arms rested on the desk-sitting-unlabelled-unlabelled-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
unlabelled-unlabelled-wear on-writing,unkown,unkown,unkown,unkown,writing,writing
reclining-sitting-unlabelled-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting and reclining,free
standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
standing-unlabelled-unlabelled-wear on-web browsing,upright,sedentary,sedentary,unkown,standing and web browsing,free
arms rested on the desk-standing-unlabelled-unlabelled-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-unlabelled-unlabelled-wear on-web browsing,unkown,unkown,unkown,indoor,web browsing with arms on desk,arms on desk
shelf unload-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
shelf reload-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
shelf reload-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,shelf loading or unloading,shelf loading or unloading
elevator-standing-unlabelled-unlabelled,upright,sedentary,sedentary,indoor,standing and elevator,free
down-elevator-standing-unlabelled-unlabelled,upright,sedentary,sedentary,indoor,standing and elevator down,free
down-unlabelled-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
unlabelled-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking,free
outdoors-unlabelled-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-story-unlabelled-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
story-unlabelled-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
escalator-unlabelled-unlabelled,upright,unkown,unkown,indoor,escalator,free
escalator-standing-unlabelled-unlabelled,upright,sedentary,sedentary,indoor,standing and escalator,free
escalator-standing-unlabelled-unlabelled-up,upright,sedentary,sedentary,indoor,standing and escalator up,free
escalator-unlabelled-unlabelled-up,upright,unkown,unkown,indoor,escalator up,free
down-stairs-unlabelled-unlabelled-walking,upright,ambulation,ambulation,indoor,walking down stairs,free
outdoors-story-unlabelled-unlabelled,unkown,unkown,unkown,outdoor,unkown,unkown
mbta-standing-unlabelled-unlabelled,upright,sedentary,sedentary,indoor,standing naturally,free
mbta-standing-story-unlabelled-unlabelled,upright,sedentary,sedentary,indoor,standing naturally,free
outdoors-phone-unlabelled-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and using phone,holding cellphone
standing-unlabelled-unlabelled-vending machine,upright,sedentary,sedentary,unkown,standing and using vending machine,using vending machine
frisbee-unlabelled-unlabelled,upright,others,others,unkown,frisbee,frisbee
outdoors-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
stairs-unlabelled-unlabelled-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
stairs-unlabelled-unlabelled-up-wear on,upright,ambulation,ambulation,indoor,escalator,free
stairs-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
bag-down-stairs-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,walking down stairs with bag,free
bag-down-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown, with bag,free
biking-unlabelled-unlabelled-wear on,sitting,cycling,cycling,unkown,biking,biking
biking-outdoors-unlabelled-unlabelled-wear on,sitting,cycling,cycling,outdoor,biking outdoor,biking
elevator-standing-unlabelled-unlabelled-up-wear on,upright,sedentary,sedentary,indoor,standing and elevator up,free
lying-unlabelled-unlabelled,lying,sedentary,sleep,indoor,unkown,still
sitting-still-unlabelled-unlabelled,sitting,sedentary,sedentary,unkown,sitting still,still
reclining-sitting-unlabelled-unlabelled,sitting,sedentary,sedentary,unkown,sitting and reclining,free
reclining-sitting-texting-unlabelled-unlabelled,sitting,sedentary,sedentary,unkown,sitting and reclining and texting,using phone
reclining-unlabelled-unlabelled,sitting,unkown,unkown,unkown,reclining,free
biking-stationary-unlabelled-unlabelled-wear on,sitting,cycling,cycling,indoor,stationary biking,biking
300 kpm/min-biking-stationary-unlabelled-unlabelled-wear on,sitting,cycling,cycling,indoor,biking outdoor and stationary biking,biking
300 kpm/min-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
sweeping-unlabelled-unlabelled,upright,others,others,indoor,sweeping,sweeping
laundry-standing-unlabelled-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,laundry
laundry-unlabelled-unlabelled,unkown,unkown,unkown,unkown,unkown,laundry
1 mph-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph,free
1 mph-arms rested on the desk-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on the desk-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
arms rested on the desk-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with arms on desk,arms on desk
2 mph-arms rested on the desk-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
2 mph-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph,free
3 mph-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-drink-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,carrying a drink
drink-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,unkown,carrying a drink
3 mph-bag-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-phone-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-phone-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-story-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
5% grade-5.5 mph-jog/running-treadmill-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill running at 5.5 mph,free
arms rested on the desk-dominant hand-sitting-unlabelled-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
arms rested on the desk-dominant hand-sitting-unlabelled-wear on,sitting,sedentary,sedentary,indoor,sitting with arms on desk,arms on desk
arms rested on the desk-unlabelled-wear on-web browsing,unkown,unkown,unkown,indoor,web browsing with arms on desk,arms on desk
arms rested on the desk-standing-unlabelled,upright,sedentary,sedentary,indoor,standing with arms on desk,arms on desk
arms rested on the desk-standing-unlabelled-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on the desk-dominant hand-standing-unlabelled-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on the desk-dominant hand-standing-story-unlabelled-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on the desk-standing-story-unlabelled-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
standing-story-unlabelled-writing,upright,sedentary,sedentary,unkown,standing and writing,writing
arms rested on the desk-standing-unlabelled-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-unlabelled-web browsing,unkown,unkown,unkown,indoor,web browsing with arms on desk,arms on desk
city-outdoors-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-texting-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and texting,using phone
city-outdoors-story-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-story-unlabelled-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
city-story-unlabelled-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
story-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
escalator-story-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
escalator-story-unlabelled-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator up,free
escalator-story-unlabelled-up-wear on,upright,unkown,unkown,indoor,escalator up,free
escalator-standing-story-unlabelled-up-wear on,upright,sedentary,sedentary,indoor,standing and escalator up,free
standing-story-unlabelled-up-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
standing-story-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
stairs-story-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
down-stairs-story-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,walking down stairs,free
down-story-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
city-outdoors-standing-story-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-standing-story-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
standing-story-unlabelled-waiting-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
outdoors-standing-story-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-outdoors-standing-story-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-outdoors-standing-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-outdoors-standing-texting-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing and texting,using phone
city-outdoors-phone-standing-texting-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing and texting and using phone,holding cellphone
city-outdoors-phone-standing-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing and using phone,holding cellphone
city-outdoors-standing-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-standing-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-unlabelled-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
mbta-sitting-unlabelled-wear on,sitting,sedentary,sedentary,indoor,sitting still,free
mbta-unlabelled-wear on,unkown,unkown,unkown,indoor,unkown,unkown
city-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-stop light-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
frisbee-outdoors-unlabelled-wear on,upright,others,others,outdoor,frisbee,frisbee
unlabelled-vending machine-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking and using vending machine,using vending machine
bag-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing with bag,free
bag-elevator-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and elevator with bag,free
bag-down-elevator-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and elevator down with bag,free
bag-down-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing with bag,free
bag-down-unlabelled-wear on,unkown,unkown,unkown,unkown, with bag,free
bag-unlabelled-up-walking,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
3.5 mph-drink-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3.5 mph-5% grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3.5 mph-5% grade-5.5 mph-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
unlabelled-wear on-writing,unkown,unkown,unkown,unkown,writing,writing
unlabelled-wear on-web browsing,unkown,unkown,unkown,unkown,web browsing,free
outdoors-story-unlabelled,unkown,unkown,unkown,outdoor,unkown,unkown
standing-story-unlabelled-waiting,upright,sedentary,sedentary,unkown,standing naturally,free
story-unlabelled-waiting,unkown,sedentary,sedentary,unkown,unkown,unkown
outdoors-phone-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and using phone,holding cellphone
down-stairs-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,walking down stairs,free
bag-down-stairs-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,walking down stairs with bag,free
300 kpm/min-stationary-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
2 mph-arms rested on the desk-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
dominant hand-drink-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,carrying a drink
3 mph-dominant hand-phone-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
dominant hand-phone-unlabelled-wear on,unkown,unkown,unkown,unkown,using phone,holding cellphone
sitting-wear on-writing,sitting,sedentary,sedentary,unkown,sitting and writing,writing
standing-wear on-web browsing,upright,sedentary,sedentary,unkown,standing and web browsing,free
elevator-standing-wear on,upright,sedentary,sedentary,indoor,standing and elevator,free
down-elevator-standing-wear on,upright,sedentary,sedentary,indoor,standing and elevator down,free
down-wear on,unkown,unkown,unkown,unkown,unkown,unkown
outdoors-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-story-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-story-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
escalator-standing-up-wear on,upright,sedentary,sedentary,indoor,standing and escalator up,free
standing-up-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
down-stairs-walking-wear on,upright,ambulation,ambulation,indoor,walking down stairs,free
stairs-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
story-wear on,unkown,unkown,unkown,unkown,unkown,unkown
outdoors-standing-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-standing-waiting-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-waiting-wear on,unkown,sedentary,sedentary,outdoor,unkown,unkown
mbta-wear on,unkown,unkown,unkown,indoor,unkown,unkown
outdoors-phone-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and using phone,holding cellphone
outdoors-texting-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and texting,using phone
standing-vending machine-wear on,upright,sedentary,sedentary,unkown,standing and using vending machine,using vending machine
frisbee-wear on,upright,others,others,unkown,frisbee,frisbee
stairs-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
stairs-texting-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and texting and escalator,using phone
up-wear on,unkown,unkown,unkown,unkown,unkown,unkown
bag-down,unkown,unkown,unkown,unkown, with bag,free
shelf unload-standing-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
shelf unload-wear on,unkown,unkown,unkown,unkown,shelf loading or unloading,shelf loading or unloading
lying-still-wear on,lying,sedentary,sleep,indoor,unkown,still
sitting-still-wear on,sitting,sedentary,sedentary,unkown,sitting still,still
still-wear on,unkown,sedentary,sedentary,unkown,unkown,still
reclining-wear on,sitting,unkown,unkown,unkown,reclining,free
1 mph-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph,free
1 mph-arms rested on the desk-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on the desk-treadmill-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
2 mph-arms rested on the desk-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
3 mph-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-drink-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-treadmill-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,carrying a drink
drink-wear on,unkown,unkown,unkown,unkown,unkown,carrying a drink
3 mph-bag-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-phone-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-dominant hand-phone-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
dominant hand-phone-wear on,unkown,unkown,unkown,unkown,using phone,holding cellphone
3.5 mph-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
jog/running-wear on,upright,ambulation,ambulation,unkown,running,free
jog/running-treadmill-wear on,upright,ambulation,ambulation,indoor,running,free
5% grade-5.5 mph-jog/running-treadmill-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
mix of things,unkown,unkown,unkown,unkown,unkown,unkown
mix of things-standing,upright,sedentary,sedentary,unkown,standing naturally,free
mix of things-standing-still,upright,sedentary,sedentary,unkown,standing naturally,still
mix of things-still,unkown,sedentary,sedentary,unkown,unkown,still
jumping jacks-mix of things-still,upright,sedentary,sedentary,unkown,jumping jacks,jumping jacks
jumping jacks-mix of things,upright,others,others,unkown,jumping jacks,jumping jacks
mix of things-wear on,unkown,unkown,unkown,unkown,unkown,unkown
mix of things-standing-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
mix of things-standing-wear on-writing,upright,sedentary,sedentary,unkown,standing and writing,writing
arms rested on the desk-mix of things-standing-wear on-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on the desk-mix of things-standing-wear on,upright,sedentary,sedentary,indoor,standing with arms on desk,arms on desk
arms rested on the desk-mix of things-standing-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-mix of things-standing-story-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-mix of things-standing-story-wear on,upright,sedentary,sedentary,indoor,standing with arms on desk,arms on desk
mix of things-sitting-wear on,sitting,sedentary,sedentary,unkown,sitting still,free
arms rested on the desk-mix of things-sitting-wear on,sitting,sedentary,sedentary,indoor,sitting with arms on desk,arms on desk
arms rested on the desk-mix of things-sitting-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
arms rested on the desk-dominant hand-mix of things-sitting-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
arms rested on the desk-dominant hand-mix of things-sitting-texting-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing and texting with arms on desk,writing
arms rested on the desk-dominant hand-mix of things-sitting-texting-wear on,sitting,sedentary,sedentary,indoor,sitting and texting with arms on desk,arms on desk
arms rested on the desk-mix of things-sitting-texting-wear on,sitting,sedentary,sedentary,indoor,sitting and texting with arms on desk,arms on desk
mix of things-sitting-texting-wear on,sitting,sedentary,sedentary,unkown,sitting and texting,using phone
mix of things-sitting-texting-wear on-web browsing,sitting,sedentary,sedentary,unkown,sitting and texting and web browsing,using phone
mix of things-sitting-wear on-web browsing,sitting,sedentary,sedentary,unkown,sitting and web browsing,free
arms rested on the desk-mix of things-sitting-wear on-web browsing,sitting,sedentary,sedentary,indoor,sitting and web browsing with arms on desk,arms on desk
arms rested on the desk-mix of things-sitting-texting-wear on-web browsing,sitting,sedentary,sedentary,indoor,sitting and texting and web browsing with arms on desk,arms on desk
mix of things-shelf unload-standing-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
mix of things-shelf unload-wear on,unkown,unkown,unkown,unkown,shelf loading or unloading,shelf loading or unloading
mix of things-shelf reload-standing-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
mix of things-shelf reload-wear on,unkown,unkown,unkown,unkown,shelf loading or unloading,shelf loading or unloading
mix of things-texting,unkown,sedentary,sedentary,unkown,texting,using phone
mix of things-texting-walking,upright,ambulation,ambulation,unkown,self-paced walking and texting,using phone
mix of things-standing-texting,upright,sedentary,sedentary,unkown,standing and texting,using phone
jumping-mix of things-texting,upright,sedentary,sedentary,unkown,texting,using phone
escalator-mix of things-standing,upright,sedentary,sedentary,indoor,standing and escalator,free
elevator-mix of things-standing,upright,sedentary,sedentary,indoor,standing and elevator,free
down-elevator-mix of things-standing,upright,sedentary,sedentary,indoor,standing and elevator down,free
down-elevator-mix of things-standing-texting,upright,sedentary,sedentary,indoor,standing and elevator down and texting,using phone
mix of things-walking,upright,ambulation,ambulation,unkown,self-paced walking,free
mix of things-outdoors-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-mix of things-outdoors-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-mix of things-outdoors-story-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-mix of things-story-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
mix of things-story-walking,upright,ambulation,ambulation,unkown,self-paced walking,free
mix of things-standing-vending machine,upright,sedentary,sedentary,unkown,standing and using vending machine,using vending machine
mix of things-vending machine,upright,unkown,unkown,unkown,using vending machine,using vending machine
city-mix of things-outdoors-texting-walking,upright,ambulation,ambulation,outdoor,self-paced walking and texting,using phone
city-mix of things-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
escalator-mix of things-walking,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
escalator-mix of things,upright,unkown,unkown,indoor,escalator,free
escalator-mix of things-standing-up,upright,sedentary,sedentary,indoor,standing and escalator up,free
escalator-mix of things-standing-texting-up,upright,sedentary,sedentary,indoor,standing and escalator up and texting,using phone
mix of things-stairs-walking,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
